Description,log2_diff,p
Acyl-CoA (8-3)-desaturase OS=Homo sapiens OX=9606 GN=FADS1 PE=1 SV=1,0.183059233,0.102902857
Syntaxin-18 OS=Homo sapiens OX=9606 GN=STX18 PE=1 SV=1,0.182971,0.074783654
Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,0.182756667,0.109102829
Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2,0.182483333,0.027846029
AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=1,0.1823848,0.462424233
60S ribosomal protein L27 (Fragment) OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=1,0.182326667,0.244148757
Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,0.181846667,0.01067348
Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=1,0.1818,0.239601381
Small integral membrane protein 15 OS=Homo sapiens OX=9606 GN=SMIM15 PE=3 SV=1,0.18167,0.431100285
"Alpha-1,3-glucosyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=ALG8 PE=1 SV=1",0.181261,0.321414042
Peroxisomal trans-2-enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=PECR PE=1 SV=2,0.1812,0.047818449
Stress-associated endoplasmic reticulum protein 1 OS=Homo sapiens OX=9606 GN=SERP1 PE=1 SV=1,0.180976667,0.146135401
60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1,0.180871667,0.008006044
60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1,0.180522667,0.020808507
Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1,0.179963667,0.061453538
60S ribosomal protein L18a (Fragment) OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1,0.179943333,0.011424978
Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens OX=9606 GN=PIGU PE=1 SV=3,0.1799003,0.056608522
"Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens OX=9606 GN=COX6A1 PE=1 SV=4",0.178896667,0.688858792
"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2",0.178423333,0.025374538
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,0.17753,0.061162471
Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1,0.176696667,0.206814443
Xenotropic and polytropic retrovirus receptor 1 OS=Homo sapiens OX=9606 GN=XPR1 PE=1 SV=1,0.176482667,0.220795733
Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1,0.175981667,0.220071309
Golgi pH regulator B OS=Homo sapiens OX=9606 GN=GPR89B PE=1 SV=1,0.175731,0.012803016
60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=1,0.175576967,0.133426781
"Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens OX=9606 GN=ALG9 PE=1 SV=2",0.175486667,0.240350799
Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,0.175365333,0.491874679
"Complex I assembly factor TMEM126B, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM126B PE=1 SV=2",0.17490134,0.012861015
Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,0.1748452,0.124514643
"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA3 PE=1 SV=1",0.1745183,0.088884419
Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1,0.174436667,0.25458346
Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2,0.174117667,0.181785598
Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,0.174013333,0.342868576
Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2,0.173952667,0.00913402
Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2,0.173883333,0.214812234
ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1,0.173569,0.028614986
Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,0.173516667,0.097229328
Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,0.17272,0.297871705
AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,0.172694667,0.419426161
Transmembrane protein 223 OS=Homo sapiens OX=9606 GN=TMEM223 PE=1 SV=1,0.172276667,0.046202645
Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1,0.172163333,0.004112947
60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,0.171366667,0.0470661
Partitioning defective 6 homolog beta OS=Homo sapiens OX=9606 GN=PARD6B PE=1 SV=1,0.171353333,0.489857472
Monoacylglycerol lipase ABHD6 OS=Homo sapiens OX=9606 GN=ABHD6 PE=1 SV=1,0.171311,0.018676019
Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1,0.171155667,0.052914631
Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=1,0.17107,0.111755955
Protein wntless homolog (Fragment) OS=Homo sapiens OX=9606 GN=WLS PE=1 SV=1,0.170952,0.01733805
"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",0.170946667,0.016516012
Solute carrier family 12 member 7 OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=3,0.17075,0.122670888
"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1",0.170618,0.115958989
Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,0.170513333,0.027945135
Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1,0.170456333,0.149520225
Translocation protein SEC63 homolog OS=Homo sapiens OX=9606 GN=SEC63 PE=1 SV=2,0.170353333,0.093453298
DnaJ homolog subfamily C member 10 OS=Homo sapiens OX=9606 GN=DNAJC10 PE=1 SV=2,0.169703333,0.314344995
V-type proton ATPase subunit S1 OS=Homo sapiens OX=9606 GN=ATP6AP1 PE=1 SV=2,0.169466667,0.064091534
Probable C-mannosyltransferase DPY19L1 OS=Homo sapiens OX=9606 GN=DPY19L1 PE=1 SV=1,0.169446633,0.024820385
Receptor expression-enhancing protein 4 OS=Homo sapiens OX=9606 GN=REEP4 PE=1 SV=1,0.168883333,0.010724857
"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1",0.168810333,0.003385018
Antigen peptide transporter 2 OS=Homo sapiens OX=9606 GN=TAP2 PE=1 SV=1,0.168488,0.039969278
Calmodulin-like protein 3 OS=Homo sapiens OX=9606 GN=CALML3 PE=1 SV=2,0.168203333,0.355665832
"GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens OX=9606 GN=AK3 PE=1 SV=4",0.16792,0.042521196
Coiled-coil domain-containing protein 167 OS=Homo sapiens OX=9606 GN=CCDC167 PE=1 SV=2,0.167596667,0.232886
Zinc transporter 9 OS=Homo sapiens OX=9606 GN=SLC30A9 PE=1 SV=1,0.167173667,0.033390584
Epithelial membrane protein 3 OS=Homo sapiens OX=9606 GN=EMP3 PE=1 SV=1,0.166725667,0.172004619
Rho-related GTP-binding protein RhoF OS=Homo sapiens OX=9606 GN=RHOF PE=1 SV=1,0.166396667,0.390930288
Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,0.166362333,0.073054179
Choline-phosphate cytidylyltransferase A OS=Homo sapiens OX=9606 GN=PCYT1A PE=1 SV=2,0.166110333,0.162922825
Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1,0.16611,0.065604117
Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3,0.165886667,0.074438735
Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,0.165866667,0.036959854
Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,0.165625333,0.037278904
Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,0.165536667,0.000687286
Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,0.165326667,0.237987518
Uncharacterized protein RAB5IF OS=Homo sapiens OX=9606 GN=RAB5IF PE=2 SV=1,0.165236667,0.101302766
60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,0.165082,0.059488358
ER degradation-enhancing alpha-mannosidase-like protein 3 OS=Homo sapiens OX=9606 GN=EDEM3 PE=1 SV=2,0.164603333,0.284091721
Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,0.163594,0.003988315
Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2,0.163183333,0.034194375
Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,0.163139,0.38168539
Sideroflexin-4 (Fragment) OS=Homo sapiens OX=9606 GN=SFXN4 PE=1 SV=1,0.162816667,0.285820854
CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1,0.162776667,0.132666107
Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,0.16237,0.09272216
E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,0.161854667,0.354530237
SUN domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUN2 PE=1 SV=3,0.16183,0.256511656
"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3",0.161556667,0.106567025
60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,0.16154,0.051114093
Calcium-independent phospholipase A2-gamma OS=Homo sapiens OX=9606 GN=PNPLA8 PE=1 SV=1,0.161493333,0.035937487
Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1,0.16027,0.042257901
"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial OS=Homo sapiens OX=9606 GN=PDK1 PE=1 SV=1",0.15969,0.040435034
Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,0.159196667,0.18397154
40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,0.158791333,0.043065314
60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,0.158773333,0.021893048
Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens OX=9606 GN=PTPRJ PE=1 SV=1,0.15859,0.166719564
Integrin beta (Fragment) OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1,0.158363333,0.124443185
Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2,0.157516667,0.067361544
"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",0.157446667,0.178540251
Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,0.157233333,0.567629994
Endoplasmic reticulum lectin 1 OS=Homo sapiens OX=9606 GN=ERLEC1 PE=1 SV=1,0.156962333,0.04891709
Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2,0.156466333,0.006720901
60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2,0.15615,0.051899169
All-trans retinoic acid-induced differentiation factor OS=Homo sapiens OX=9606 GN=ATRAID PE=1 SV=2,0.156077667,0.360772798
Exonuclease 3'-5' domain-containing protein 2 OS=Homo sapiens OX=9606 GN=EXD2 PE=1 SV=2,0.156026667,0.03619224
Tudor and KH domain-containing protein OS=Homo sapiens OX=9606 GN=TDRKH PE=1 SV=1,0.155766667,0.080534772
Lysophospholipid acyltransferase LPCAT4 OS=Homo sapiens OX=9606 GN=LPCAT4 PE=1 SV=1,0.154314233,0.035406993
Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1,0.153981333,0.331342007
Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,0.153816667,0.175179436
Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens OX=9606 GN=TIMM17B PE=1 SV=1,0.153624333,0.044945489
X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,0.153593333,0.381295235
Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1,0.152883333,0.010667711
"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Homo sapiens OX=9606 GN=ECSIT PE=1 SV=1",0.15283,0.068609193
Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2,0.15281,0.40859312
La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3,0.151944333,0.126674532
Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4,0.151155667,0.038857981
"Protein SCO1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO1 PE=1 SV=1",0.150689667,0.155759707
"Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_n OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=1",0.150536667,0.184177038
Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens OX=9606 GN=SCCPDH PE=1 SV=1,0.150523333,0.010433527
Poliovirus receptor OS=Homo sapiens OX=9606 GN=PVR PE=1 SV=1,0.15049,0.041308946
Dipeptidyl peptidase 2 OS=Homo sapiens OX=9606 GN=DPP7 PE=1 SV=3,0.150289867,0.248928962
Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,0.1496554,0.118787846
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=1,0.149633633,0.114294912
Kynureninase OS=Homo sapiens OX=9606 GN=KYNU PE=1 SV=1,0.149208,0.122991242
Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,0.14902,0.277208441
60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,0.148776667,0.045946288
14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,0.148653333,0.312606428
Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1,0.14857,0.376577367
Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1,0.14826,0.126390887
Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,0.14822,0.099814038
Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2,0.148068333,0.226930026
Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,0.147776667,0.50345957
Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,0.147436667,0.599516001
"Atypical kinase COQ8A, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8A PE=1 SV=1",0.145982333,0.110815847
Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,0.145586667,0.026189
Transportin-3 OS=Homo sapiens OX=9606 GN=TNPO3 PE=1 SV=1,0.145123333,0.506276436
Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1,0.144503333,0.022878379
PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,0.14353,0.412482213
Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0.14214,0.28598645
Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,0.14214,0.331877079
Protein MANBAL OS=Homo sapiens OX=9606 GN=MANBAL PE=1 SV=1,0.1421,0.152507384
Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2,0.142037667,0.064223686
Bcl-2-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=BCL2L1 PE=1 SV=1,0.141933333,0.268224345
Ras-related protein R-Ras2 OS=Homo sapiens OX=9606 GN=RRAS2 PE=1 SV=1,0.141613333,0.409962181
GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1,0.141166667,0.169505278
Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Homo sapiens OX=9606 GN=FKBP7 PE=1 SV=2,0.141109833,0.501708371
60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,0.14092,0.069047368
Golgi apparatus membrane protein TVP23 homolog OS=Homo sapiens OX=9606 GN=TVP23B PE=3 SV=2,0.140357667,0.231660424
Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3,0.140036667,0.251410249
Lysocardiolipin acyltransferase 1 OS=Homo sapiens OX=9606 GN=LCLAT1 PE=1 SV=1,0.140029,0.05894665
DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2,0.139695,0.125125823
60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,0.13939,0.422537328
Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3,0.139316667,0.195076474
Methyltransferase-like protein 7A (Fragment) OS=Homo sapiens OX=9606 GN=METTL7A PE=1 SV=1,0.139268333,0.071551649
Metaxin-3 OS=Homo sapiens OX=9606 GN=MTX3 PE=1 SV=2,0.13859,0.078185605
Sterile alpha and TIR motif-containing protein 1 OS=Homo sapiens OX=9606 GN=SARM1 PE=1 SV=1,0.138473533,0.010673918
Secretory carrier-associated membrane protein 4 OS=Homo sapiens OX=9606 GN=SCAMP4 PE=1 SV=1,0.13756,0.166903579
Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4,0.137363333,0.099346136
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3",0.13722,0.253629136
60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,0.13655,0.049199494
Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,0.135606667,0.400902691
Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1,0.135559,0.005072856
Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0.135226667,0.40743534
Ubiquitin-fold modifier 1 OS=Homo sapiens OX=9606 GN=UFM1 PE=1 SV=1,0.13485,0.526257994
Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2,0.134303667,0.149816394
Small integral membrane protein 20 OS=Homo sapiens OX=9606 GN=SMIM20 PE=1 SV=3,0.134221667,0.018046387
Isochorismatase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=1,0.13363,0.152094316
Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1,0.133584467,0.106284399
Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens OX=9606 GN=DHRS7 PE=1 SV=1,0.133526,0.086528295
Transmembrane protein 65 OS=Homo sapiens OX=9606 GN=TMEM65 PE=1 SV=2,0.13331,0.025206904
Mitoguardin 2 OS=Homo sapiens OX=9606 GN=MIGA2 PE=1 SV=1,0.133306667,0.273132861
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,0.133293333,0.034362761
Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,0.13329,0.198630275
60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,0.133112,0.169361321
Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,0.132986667,0.097276959
"cGMP-inhibited 3',5'-cyclic phosphodiesterase A OS=Homo sapiens OX=9606 GN=PDE3A PE=1 SV=3",0.132282,0.027336193
Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,0.132013333,0.131859167
Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3,0.132003,0.218839123
Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2,0.131866333,0.039380507
Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TMED3 PE=1 SV=1,0.131236667,0.260202745
Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2,0.131143333,0.03005382
Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP14 PE=1 SV=1,0.13091451,0.392272643
Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,0.130913333,0.023563125
Mitotic-spindle organizing protein 2B (Fragment) OS=Homo sapiens OX=9606 GN=MZT2B PE=1 SV=1,0.130753333,0.488186854
Cytochrome c oxidase assembly protein COX14 OS=Homo sapiens OX=9606 GN=COX14 PE=1 SV=1,0.130679,0.02141533
Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1,0.130558333,0.174776614
Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1,0.130383333,0.067505256
Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,0.129696,0.203155834
Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1,0.129374667,0.478108362
Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,0.129320667,0.554482052
Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,0.128226667,0.385331024
Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,0.127763333,0.492450693
Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,0.127573333,0.408015396
Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2,0.12736,0.142446185
Methylsterol monooxygenase 1 OS=Homo sapiens OX=9606 GN=MSMO1 PE=1 SV=1,0.127336667,0.326481236
Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=1,0.127176333,0.071073303
"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",0.12717,0.147106024
Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1,0.126976,0.227141177
Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,0.1265265,0.635812304
Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,0.12606,0.130558057
Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,0.125973333,0.041248764
Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1,0.125806333,0.772639514
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,0.12483,0.131139217
Programmed cell death protein 10 (Fragment) OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1,0.124281667,0.239959593
"Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=1",0.123376667,0.057876407
Mitochondrial fission 1 protein OS=Homo sapiens OX=9606 GN=FIS1 PE=1 SV=2,0.123353333,0.035710448
Ribosomal protein L37 OS=Homo sapiens OX=9606 GN=RPL37 PE=1 SV=1,0.122923333,0.222317288
Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3,0.12216,0.017871883
ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,0.122156667,0.248793692
Fat storage-inducing transmembrane protein 2 OS=Homo sapiens OX=9606 GN=FITM2 PE=2 SV=1,0.121896,0.100107722
Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens OX=9606 GN=GPAA1 PE=1 SV=3,0.121878,0.072550031
"ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens OX=9606 GN=NUDT9 PE=1 SV=1",0.1213,0.096344727
Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,0.120719,0.002755137
Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,0.12067,0.298770699
"ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5IF1 PE=1 SV=1",0.12049,0.406684252
Phospholipase D1 OS=Homo sapiens OX=9606 GN=PLD1 PE=1 SV=1,0.12036436,0.078996296
ER membrane protein complex subunit 10 OS=Homo sapiens OX=9606 GN=EMC10 PE=1 SV=1,0.120123333,0.385224769
Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2,0.119763333,0.140077366
Suppressor of tumorigenicity 7 protein-like OS=Homo sapiens OX=9606 GN=ST7L PE=2 SV=1,0.119716667,0.065939957
60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1,0.119393333,0.07668528
Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4,0.119321667,0.156004973
Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,0.119306667,0.465392963
Transmembrane protein 214 OS=Homo sapiens OX=9606 GN=TMEM214 PE=1 SV=2,0.11905,0.073501789
"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=1",0.1187021,0.090948981
Sideroflexin OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=1,0.118553333,0.09463245
Uncharacterized protein C6orf203 OS=Homo sapiens OX=9606 GN=C6orf203 PE=1 SV=1,0.118465667,0.266315762
